Product,Word,Type
130,designedforweb,1
130,scrolling,1
130,spontaneous,2
130,pink,2
131,logitech,1
131,wireless,1
131,mouse,1
131,m325,1
131,with,1
131,designedforweb,1
131,scrolling,1
131,tweet,2
131,tweet,2
132,logitech,1
132,wireless,1
132,mouse,1
132,m325,1
132,with,1
132,designedforweb,1
132,scrolling,1
132,vivid,2
132,violet,2
133,logitech,1
133,wireless,1
133,mouse,1
133,m325,1
133,with,1
133,designedforweb,1
133,scrolling,1
133,flamingo,2
134,logitech,1
134,wireless,1
134,mouse,1
134,m335,1
134,blue,2
135,logitech,1
135,wireless,1
135,mouse,1
135,m335,1
135,black,2
136,logitech,1
136,blok,1
136,protective,1
136,keyboard,1
136,case,1
136,for,1
136,ipad,1
136,air,1
136,2,1
136,tealblue,2
137,logitech,1
137,blok,1
137,protective,1
137,keyboard,1
137,case,1
137,for,1
137,ipad,1
137,air,1
137,2,1
137,black,2
138,logitech,1
138,blok,1
138,protective,1
138,keyboard,1
138,case,1
138,for,1
138,ipad,1
138,air,1
138,2,1
138,redviolet,2
139,logitech,1
139,blok,1
139,protective,1
139,case,1
139,for,1
139,ipad,1
139,air,1
139,2,1
139,tealblue,2
140,logitech,1
140,blok,1
140,protective,1
140,case,1
140,for,1
140,ipad,1
140,air,1
140,2,1
140,black,2
141,logitech,1
141,blok,1
141,protective,1
141,case,1
141,for,1
141,ipad,1
141,air,1
141,2,1
141,redviolet,2
142,logitech,1
142,blok,1
142,protective,1
142,case,1
142,for,1
142,ipad,1
142,air,1
142,2,1
142,black,2
143,logitech,1
143,blok,1
143,protective,1
143,case,1
143,for,1
143,ipad,1
143,air,1
143,2,1
143,tealblue,2
144,logitech,1
144,blok,1
144,protective,1
144,shell,1
144,for,1
144,ipad,1
144,mini,1
144,2,1
144,3,1
144,black,2
145,logitech,1
145,blok,1
145,protective,1
145,shell,1
145,for,1
145,ipad,1
145,mini,1
145,2,1
145,3,1
145,tealblue,2
146,logitech,1
146,create,1
146,backlit,1
146,keyboard,1
146,case,1
146,with,1
146,smart,1
146,connector,1
146,for,1
146,ipad,1
146,pro,1
146,97,1
146,black,2
147,logitech,1
147,create,1
147,backlit,1
147,keyboard,1
147,case,1
147,with,1
147,smart,1
147,connector,1
147,for,1
147,ipad,1
147,pro,1
147,97,1
147,grey,2
148,logitech,1
148,create,1
148,backlit,1
148,keyboard,1
148,case,1
148,with,1
148,smart,1
148,connector,1
148,for,1
148,ipad,1
148,pro,1
148,97,1
148,red,2
149,logitech,1
149,type,1
149,protective,1
149,case,1
149,with,1
149,integrated,1
149,keyboard,1
149,for,1
149,ipad,1
149,air,1
149,2,1
149,black,2
149,smooth,1
149,surface,1
150,logitech,1
150,type,1
150,protective,1
150,case,1
150,with,1
150,integrated,1
150,keyboard,1
150,for,1
150,ipad,1
150,air,1
150,2,1
150,dark,2
150,blue,2
150,smooth,1
150,surface,1
151,logitech,1
151,types,1
151,keyboard,1
151,case,1
151,for,1
151,samsung,1
151,galaxy,1
151,tab,1
151,a,1
151,97,1
151,black,2
152,logitech,1
152,types,1
152,keyboard,1
152,case,1
152,for,1
152,samsung,1
152,galaxy,1
152,tab,1
152,a,1
152,97,1
152,violet,2
153,logitech,1
153,ultrathin,1
153,keyboard,1
153,folio,1
153,for,1
153,ipad,1
153,air,1
153,mars,2
153,red,2
153,orange,2
154,logitech,1
154,ultrathin,1
154,keyboard,1
154,folio,1
154,for,1
154,ipad,1
154,air,1
154,carbon,2
154,black,2
155,logitech,1
155,ultrathin,1
155,keyboard,1
155,folio,1
155,for,1
155,ipad,1
155,mini,1
155,3,1
155,mini,1
155,2,1
155,mini,1
155,carbon,2
155,black,2
156,logitech,1
156,ultrathin,1
156,keyboard,1
156,folio,1
156,for,1
156,ipad,1
156,mini,1
156,3,1
156,mini,1
156,2,1
156,mini,1
156,veil,2
156,grey,2
157,zagg,1
157,folio,1
157,case,1
157,hinged,1
157,with,1
157,bluetooth,1
157,keyboard,1
157,for,1
157,android,1
157,tablets,1
157,7inch,1
157,black,2
158,zagg,1
158,folio,1
158,case,1
158,hinged,1
158,with,1
158,bluetooth,1
158,keyboard,1
158,for,1
158,android,1
158,tablets,1
158,8inch,1
158,black,2
159,zagg,1
159,folio,1
159,case,1
159,hinged,1
159,with,1
159,bluetooth,1
159,keyboard,1
159,for,1
159,android,1
159,tablets,1
159,10inch,1
159,black,2
160,zagg,1
160,folio,1
160,case,1
160,hinged,1
160,with,1
160,backlit,1
160,bluetooth,1
160,keyboard,1
160,for,1
160,ipad,1
160,air,1
160,2,1
160,black,2
161,zagg,1
161,folio,1
161,case,1
161,hinged,1
161,with,1
161,backlit,1
161,bluetooth,1
161,keyboard,1
161,for,1
161,ipad,1
161,air,1
161,2,1
161,blue,2
162,zagg,1
162,folio,1
162,case,1
162,hinged,1
162,with,1
162,backlit,1
162,bluetooth,1
162,keyboard,1
162,for,1
162,ipad,1
162,air,1
162,2,1
162,red,2
163,zagg,1
163,folio,1
163,case,1
163,hinged,1
163,with,1
163,backlit,1
163,bluetooth,1
163,keyboard,1
163,for,1
163,ipad,1
163,air,1
163,2,1
163,white,2
164,zagg,1
164,folio,1
164,case,1
164,hinged,1
164,with,1
164,backlit,1
164,bluetooth,1
164,keyboard,1
164,for,1
164,ipad,1
164,air,1
164,2,1
164,crimson,2
165,zagg,1
165,folio,1
165,case,1
165,hinged,1
165,with,1
165,backlit,1
165,bluetooth,1
165,keyboard,1
165,for,1
165,ipad,1
165,air,1
165,2,1
165,orchid,2
166,zagg,1
166,folio,1
166,case,1
166,hinged,1
166,with,1
166,backlit,1
166,bluetooth,1
166,keyboard,1
166,for,1
166,ipad,1
166,air,1
166,2,1
166,sage,2
167,zagg,1
167,folio,1
167,case,1
167,hinged,1
167,with,1
167,backlit,1
167,bluetooth,1
167,keyboard,1
167,for,1
167,ipad,1
167,pro,1
167,97,1
167,black,2
168,zagg,1
168,folio,1
168,case,1
168,hinged,1
168,with,1
168,backlit,1
168,bluetooth,1
168,keyboard,1
168,for,1
168,ipad,1
168,pro,1
168,97,1
168,blue,2
169,zagg,1
169,folio,1
169,case,1
169,hinged,1
169,with,1
169,backlit,1
169,bluetooth,1
169,keyboard,1
169,for,1
169,ipad,1
169,pro,1
169,97,1
169,red,2
170,zagg,1
170,folio,1
170,case,1
170,hinged,1
170,with,1
170,backlit,1
170,bluetooth,1
170,keyboard,1
170,for,1
170,ipad,1
170,pro,1
170,97,1
170,white,2
171,zagg,1
171,folio,1
171,case,1
171,hinged,1
171,with,1
171,backlit,1
171,bluetooth,1
171,keyboard,1
171,for,1
171,ipad,1
171,pro,1
171,97,1
171,crimson,2
172,zagg,1
172,folio,1
172,case,1
172,hinged,1
172,with,1
172,backlit,1
172,bluetooth,1
172,keyboard,1
172,for,1
172,ipad,1
172,pro,1
172,97,1
172,orchid,2
173,zagg,1
173,folio,1
173,case,1
173,hinged,1
173,with,1
173,backlit,1
173,bluetooth,1
173,keyboard,1
173,for,1
173,ipad,1
173,pro,1
173,97,1
173,sage,2
174,zagg,1
174,folio,1
174,case,1
174,hinged,1
174,with,1
174,backlit,1
174,bluetooth,1
174,keyboard,1
174,for,1
174,ipad,1
174,mini,1
174,4,1
174,black,2
175,zagg,1
175,folio,1
175,case,1
175,hinged,1
175,with,1
175,backlit,1
175,bluetooth,1
175,keyboard,1
175,for,1
175,ipad,1
175,mini,1
175,4,1
175,blue,2
176,zagg,1
176,folio,1
176,case,1
176,hinged,1
176,with,1
176,backlit,1
176,bluetooth,1
176,keyboard,1
176,for,1
176,ipad,1
176,mini,1
176,4,1
176,red,2
177,zagg,1
177,folio,1
177,case,1
177,hinged,1
177,with,1
177,backlit,1
177,bluetooth,1
177,keyboard,1
177,for,1
177,ipad,1
177,mini,1
177,4,1
177,white,2
178,zagg,1
178,folio,1
178,case,1
178,hinged,1
178,with,1
178,backlit,1
178,bluetooth,1
178,keyboard,1
178,for,1
178,ipad,1
178,mini,1
178,4,1
178,crimson,2
179,zagg,1
179,folio,1
179,case,1
179,hinged,1
179,with,1
179,backlit,1
179,bluetooth,1
179,keyboard,1
179,for,1
179,ipad,1
179,mini,1
179,4,1
179,orchid,2
180,zagg,1
180,folio,1
180,case,1
180,hinged,1
180,with,1
180,backlit,1
180,bluetooth,1
180,keyboard,1
180,for,1
180,ipad,1
180,mini,1
180,4,1
180,sage,2
181,zagg,1
181,folio,1
181,case,1
181,hinged,1
181,with,1
181,backlit,1
181,bluetooth,1
181,keyboard,1
181,for,1
181,ipad,1
181,air,1
181,black,2
182,zagg,1
182,folio,1
182,case,1
182,hinged,1
182,with,1
182,backlit,1
182,bluetooth,1
182,keyboard,1
182,for,1
182,ipad,1
182,air,1
182,blue,2
183,zagg,1
183,folio,1
183,case,1
183,hinged,1
183,with,1
183,backlit,1
183,bluetooth,1
183,keyboard,1
183,for,1
183,ipad,1
183,air,1
183,red,2
184,zagg,1
184,folio,1
184,case,1
184,hinged,1
184,with,1
184,backlit,1
184,bluetooth,1
184,keyboard,1
184,for,1
184,ipad,1
184,air,1
184,white,1
185,zagg,1
185,folio,1
185,case,1
185,hinged,1
185,with,1
185,backlit,1
185,bluetooth,1
185,keyboard,1
185,for,1
185,ipad,1
185,air,1
185,crimson,2
186,zagg,1
186,folio,1
186,case,1
186,hinged,1
186,with,1
186,backlit,1
186,bluetooth,1
186,keyboard,1
186,for,1
186,ipad,1
186,air,1
186,orchid,2
187,zagg,1
187,folio,1
187,case,1
187,hinged,1
187,with,1
187,backlit,1
187,bluetooth,1
187,keyboard,1
187,for,1
187,ipad,1
187,air,1
187,sage,2
188,zagg,1
188,folio,1
188,case,1
188,with,1
188,backlit,1
188,bluetooth,1
188,keyboard,1
188,for,1
188,ipad,1
188,air,1
188,black,1
189,zagg,1
189,folio,1
189,case,1
189,with,1
189,backlit,1
189,bluetooth,1
189,keyboard,1
189,for,1
189,ipad,1
189,air,1
189,white,2
190,microsoft,1
190,surface,1
190,2,1
190,32gb,1
190,106,1
190,tablet,1
190,windows,1
190,rt,1
190,81,1
190,with,1
190,microsoft,1
190,touch,1
190,keyboard,1
190,pink,2
190,certified,1
190,refurbished,1
191,microsoft,1
191,surface,1
191,2,1
191,32gb,1
191,106,1
191,tablet,1
191,windows,1
191,rt,1
191,81,1
191,with,1
191,microsoft,1
191,touch,1
191,keyboard,1
191,white,2
191,certified,1
191,refurbished,1
192,microsoft,1
192,surface,1
192,2,1
192,32gb,1
192,106,1
192,tablet,1
192,windows,1
192,rt,1
192,81,1
192,with,1
192,microsoft,1
192,touch,1
192,keyboard,1
192,blue,2
192,certified,1
192,refurbished,1
193,microsoft,1
193,surface,1
193,2,1
193,32gb,1
193,106,1
193,tablet,1
193,windows,1
193,rt,1
193,81,1
193,with,1
193,microsoft,1
193,touch,1
193,keyboard,1
193,red,2
193,certified,1
193,refurbished,1
194,microsoft,1
194,surface,1
194,2,1
194,64gb,1
194,106,1
194,tablet,1
194,windows,1
194,rt,1
194,81,1
194,with,1
194,microsoft,1
194,touch,1
194,keyboard,1
194,pink,2
194,certified,1
194,refurbished,1
195,microsoft,1
195,surface,1
195,2,1
195,64gb,1
195,106,1
195,tablet,1
195,windows,1
195,rt,1
195,81,1
195,with,1
195,microsoft,1
195,touch,1
195,keyboard,1
195,blue,2
195,certified,1
195,refurbished,1
196,microsoft,1
196,surface,1
196,2,1
196,64gb,1
196,106,1
196,tablet,1
196,windows,1
196,rt,1
196,81,1
196,with,1
196,microsoft,1
196,touch,1
196,keyboard,1
196,blue,2
196,certified,1
196,refurbished,1
197,microsoft,1
197,surface,1
197,2,1
197,64gb,1
197,106,1
197,tablet,1
197,windows,1
197,rt,1
197,81,1
197,with,1
197,microsoft,1
197,touch,1
197,keyboard,1
197,black,2
197,certified,1
197,refurbished,1
198,nuvur,1
198,all,1
198,in,1
198,one,1
198,universal,1
198,wallet,1
198,clutch,1
198,smartphone,1
198,case,1
198,fits,1
198,oppo,1
198,mirror,1
198,5s,1
198,n1,1
198,miniblackblue,2
199,nuvur,1
199,all,1
199,in,1
199,one,1
199,universal,1
199,wallet,1
199,clutch,1
199,smartphone,1
199,case,1
199,fits,1
199,oppo,1
199,mirror,1
199,5s,1
199,n1,1
